"","hour_id","datekey","mode_id","od_id","location_id","trips","provider_id","passengers","person_miles_travelled","avg_trip_distance","hour_am_pm","fact_id","Borough","Zone","service_zone","fulldate","calendar.year","calendar.yearmonth","calendar.yearmonth.num","calendar.semester","calendar.quarter","calendar.month.number","month.long.name","month.short.name","calendar.week.number","calendar.week.name","calendar.2.week","day.number.of.year","day.number.of.month","day.number.of.week","day.name.long","day.name.short","weekday.indicator","holiday.indicator","workdays.in.month","mode_text","od_type","provider_type"
"1",0,20160401,1,1,79,264,1,NA,NA,NA,"12am",6822736,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"TNC","Origin","Uber"
"2",0,20160401,1,1,79,34,2,NA,NA,NA,"12am",6822737,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"TNC","Origin","Lyft"
"3",0,20160401,2,2,79,20,8,24,3.55875,4.2705,"12am",6823247,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"Taxi","Destination","Green Taxi"
"4",0,20160401,2,1,79,952,7,1697,5031.85,3.0002731092437,"12am",6823425,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"Taxi","Origin","Yellow Taxi"
"5",0,20160401,2,2,79,690,7,1199,1.17386989157631,2.0398115942029,"12am",6823588,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"Taxi","Destination","Yellow Taxi"
"6",0,20160401,4,1,79,43,9,NA,NA,NA,"12am",6823763,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"Bike Share","Origin","Citi Bike"
"7",0,20160401,4,2,79,50,9,NA,NA,NA,"12am",6823816,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"Bike Share","Destination","Citi Bike"
"8",1,20160401,1,1,79,173,1,NA,NA,NA,"1am",6823988,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"TNC","Origin","Uber"
"9",1,20160401,1,1,79,33,2,NA,NA,NA,"1am",6823989,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"TNC","Origin","Lyft"
"10",1,20160401,2,2,79,9,8,10,3.838,4.26444444444444,"1am",6824453,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"Taxi","Destination","Green Taxi"
"11",1,20160401,2,1,79,691,7,1175,3546.7,2.96536903039074,"1am",6824617,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"Taxi","Origin","Yellow Taxi"
"12",1,20160401,2,2,79,491,7,818,1.26034229828851,2.09971486761711,"1am",6824786,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"Taxi","Destination","Yellow Taxi"
"13",1,20160401,4,1,79,11,9,NA,NA,NA,"1am",6824948,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"Bike Share","Origin","Citi Bike"
"14",1,20160401,4,2,79,23,9,NA,NA,NA,"1am",6824991,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"Bike Share","Destination","Citi Bike"
"15",2,20160401,1,1,79,122,1,NA,NA,NA,"2am",6825141,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"TNC","Origin","Uber"
"16",2,20160401,1,1,79,17,2,NA,NA,NA,"2am",6825142,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"TNC","Origin","Lyft"
"17",2,20160401,2,2,79,11,8,12,4.36083333333333,4.75727272727273,"2am",6825571,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"Taxi","Destination","Green Taxi"
"18",2,20160401,2,1,79,473,7,846,2654.84,3.16122621564482,"2am",6825722,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"Taxi","Origin","Yellow Taxi"
"19",2,20160401,2,2,79,291,7,522,0.943467432950192,1.69240549828179,"2am",6825871,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"Taxi","Destination","Yellow Taxi"
"20",2,20160401,4,1,79,5,9,NA,NA,NA,"2am",6826020,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"Bike Share","Origin","Citi Bike"
"21",2,20160401,4,2,79,8,9,NA,NA,NA,"2am",6826057,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"Bike Share","Destination","Citi Bike"
"22",3,20160401,1,1,79,64,1,NA,NA,NA,"3am",6826205,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"TNC","Origin","Uber"
"23",3,20160401,1,1,79,17,2,NA,NA,NA,"3am",6826206,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"TNC","Origin","Lyft"
"24",3,20160401,2,2,79,13,8,22,2.22090909090909,3.75846153846154,"3am",6826599,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"Taxi","Destination","Green Taxi"
"25",3,20160401,2,1,79,283,7,542,2143.76,3.92247349823322,"3am",6826740,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"Taxi","Origin","Yellow Taxi"
"26",3,20160401,2,2,79,176,7,317,0.863123028391167,1.55460227272727,"3am",6826897,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"Taxi","Destination","Yellow Taxi"
"27",3,20160401,4,1,79,4,9,NA,NA,NA,"3am",6827045,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"Bike Share","Origin","Citi Bike"
"28",3,20160401,4,2,79,6,9,NA,NA,NA,"3am",6827068,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"Bike Share","Destination","Citi Bike"
"29",4,20160401,1,1,79,76,1,NA,NA,NA,"4am",6827214,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"TNC","Origin","Uber"
"30",4,20160401,1,1,79,8,2,NA,NA,NA,"4am",6827215,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"TNC","Origin","Lyft"
"31",4,20160401,2,2,79,8,8,12,3.65166666666667,5.4775,"4am",6827622,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"Taxi","Destination","Green Taxi"
"32",4,20160401,2,1,79,207,7,357,1361.98,4.01062801932367,"4am",6827743,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"Taxi","Origin","Yellow Taxi"
"33",4,20160401,2,2,79,95,7,163,1.10423312883436,1.89463157894737,"4am",6827881,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"Taxi","Destination","Yellow Taxi"
"34",4,20160401,4,1,79,4,9,NA,NA,NA,"4am",6828022,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"Bike Share","Origin","Citi Bike"
"35",4,20160401,4,2,79,3,9,NA,NA,NA,"4am",6828051,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"Bike Share","Destination","Citi Bike"
"36",5,20160401,1,1,79,55,1,NA,NA,NA,"5am",6828214,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"TNC","Origin","Uber"
"37",5,20160401,1,1,79,5,2,NA,NA,NA,"5am",6828215,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"TNC","Origin","Lyft"
"38",5,20160401,1,1,79,1,6,NA,NA,NA,"5am",6828216,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"TNC","Origin","Other TNC/Black Car"
"39",5,20160401,2,1,79,134,7,208,832.58,4.26873134328358,"5am",6828750,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"Taxi","Origin","Yellow Taxi"
"40",5,20160401,2,2,79,41,7,72,1.25041666666667,2.19585365853659,"5am",6828893,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"Taxi","Destination","Yellow Taxi"
"41",5,20160401,4,1,79,4,9,NA,NA,NA,"5am",6829034,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"Bike Share","Origin","Citi Bike"
"42",5,20160401,4,2,79,2,9,NA,NA,NA,"5am",6829083,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"Bike Share","Destination","Citi Bike"
"43",6,20160401,1,1,79,84,1,NA,NA,NA,"6am",6829285,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"TNC","Origin","Uber"
"44",6,20160401,1,1,79,16,2,NA,NA,NA,"6am",6829286,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"TNC","Origin","Lyft"
"45",6,20160401,1,1,79,22,3,NA,NA,NA,"6am",6829287,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"TNC","Origin","Via"
"46",6,20160401,1,1,79,1,6,NA,NA,NA,"6am",6829288,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"TNC","Origin","Other TNC/Black Car"
"47",6,20160401,2,2,79,1,8,1,3.3,3.3,"6am",6829808,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"Taxi","Destination","Green Taxi"
"48",6,20160401,2,1,79,298,7,431,1336.83,3.30513422818792,"6am",6829952,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"Taxi","Origin","Yellow Taxi"
"49",6,20160401,2,2,79,71,7,131,1.32381679389313,2.44253521126761,"6am",6830103,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"Taxi","Destination","Yellow Taxi"
"50",6,20160401,4,1,79,54,9,NA,NA,NA,"6am",6830250,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"Bike Share","Origin","Citi Bike"
"51",6,20160401,4,2,79,21,9,NA,NA,NA,"6am",6830312,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"Bike Share","Destination","Citi Bike"
"52",7,20160401,1,1,79,100,1,NA,NA,NA,"7am",6830534,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"TNC","Origin","Uber"
"53",7,20160401,1,1,79,18,2,NA,NA,NA,"7am",6830535,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"TNC","Origin","Lyft"
"54",7,20160401,1,1,79,48,3,NA,NA,NA,"7am",6830536,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"TNC","Origin","Via"
"55",7,20160401,2,2,79,3,8,3,4.75333333333333,4.75333333333333,"7am",6831175,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"Taxi","Destination","Green Taxi"
"56",7,20160401,2,1,79,420,7,607,1777.07,2.67707142857143,"7am",6831346,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"Taxi","Origin","Yellow Taxi"
"57",7,20160401,2,2,79,135,7,199,1.55286432160804,2.28903703703704,"7am",6831502,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"Taxi","Destination","Yellow Taxi"
"58",7,20160401,4,1,79,85,9,NA,NA,NA,"7am",6831646,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"Bike Share","Origin","Citi Bike"
"59",7,20160401,4,2,79,24,9,NA,NA,NA,"7am",6831709,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"Bike Share","Destination","Citi Bike"
"60",8,20160401,1,1,79,160,1,NA,NA,NA,"8am",6831946,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"TNC","Origin","Uber"
"61",8,20160401,1,1,79,25,2,NA,NA,NA,"8am",6831947,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"TNC","Origin","Lyft"
"62",8,20160401,1,1,79,70,3,NA,NA,NA,"8am",6831948,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"TNC","Origin","Via"
"63",8,20160401,2,2,79,6,8,10,2.616,4.36,"8am",6832603,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"Taxi","Destination","Green Taxi"
"64",8,20160401,2,1,79,444,7,748,1864.22,2.24932432432432,"8am",6832780,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"Taxi","Origin","Yellow Taxi"
"65",8,20160401,2,2,79,200,7,346,1.16517341040462,2.01575,"8am",6832937,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"Taxi","Destination","Yellow Taxi"
"66",8,20160401,4,1,79,150,9,NA,NA,NA,"8am",6833094,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"Bike Share","Origin","Citi Bike"
"67",8,20160401,4,2,79,41,9,NA,NA,NA,"8am",6833162,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"Bike Share","Destination","Citi Bike"
"68",9,20160401,1,1,79,221,1,NA,NA,NA,"9am",6833403,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"TNC","Origin","Uber"
"69",9,20160401,1,1,79,31,2,NA,NA,NA,"9am",6833404,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"TNC","Origin","Lyft"
"70",9,20160401,1,1,79,44,3,NA,NA,NA,"9am",6833405,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"TNC","Origin","Via"
"71",9,20160401,1,1,79,1,6,NA,NA,NA,"9am",6833406,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"TNC","Origin","Other TNC/Black Car"
"72",9,20160401,2,2,79,3,8,3,6.07666666666667,6.07666666666667,"9am",6834054,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"Taxi","Destination","Green Taxi"
"73",9,20160401,2,1,79,521,7,814,1789.51,2.23708253358925,"9am",6834233,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"Taxi","Origin","Yellow Taxi"
"74",9,20160401,2,2,79,165,7,272,1.32422794117647,2.1829696969697,"9am",6834382,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"Taxi","Destination","Yellow Taxi"
"75",9,20160401,4,1,79,172,9,NA,NA,NA,"9am",6834534,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"Bike Share","Origin","Citi Bike"
"76",9,20160401,4,2,79,42,9,NA,NA,NA,"9am",6834602,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"Bike Share","Destination","Citi Bike"
"77",10,20160401,1,1,79,170,1,NA,NA,NA,"10am",6834827,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"TNC","Origin","Uber"
"78",10,20160401,1,1,79,17,2,NA,NA,NA,"10am",6834828,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"TNC","Origin","Lyft"
"79",10,20160401,1,1,79,24,3,NA,NA,NA,"10am",6834829,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"TNC","Origin","Via"
"80",10,20160401,2,2,79,9,8,9,4.31666666666667,4.31666666666667,"10am",6835445,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"Taxi","Destination","Green Taxi"
"81",10,20160401,2,1,79,380,7,665,1216.38,1.95086842105263,"10am",6835614,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"Taxi","Origin","Yellow Taxi"
"82",10,20160401,2,2,79,208,7,334,1.26919161676647,2.03802884615385,"10am",6835758,"Manhattan","East Village","Yellow Zone","2016-04-01",2016,"2016-Apr",201604,"Semester 1","Qtr 2",4,"April","Apr",14,"Week 14","Weeks 13-14",92,1,6,"Friday","Fri","Weekday","Non-Holiday",21,"Taxi","Destination","Yellow Taxi"
